I1,I3,I5,I7,I9,I11,I13,I15,I17,I19,I21,I23,I25,I27,I29,Target
0.3079,0.124,0.0149,0.0236,0.0196,0.0028,0.0117,0.0046,0,0,0,0,0.0004,0,0.0013,3
0.3058,0.1245,0.0157,0.0239,0.0205,0.0022,0.01,0.0033,0.0009,0,0,0,0,0,0,3
0.3157,0.1237,0.0149,0.0225,0.0208,0.0006,0.0102,0.0056,0.0004,0,0,0,0,0,0.0003,3
0.3027,0.1252,0.0154,0.0226,0.0202,0.0008,0.0114,0.0028,0.0003,0,0,0,0,0,0,3
0.3181,0.1264,0.0155,0.023,0.0197,0.0007,0.0126,0.0042,0.0006,0.0011,0,0,0,0,0.0013,3
0.3067,0.1259,0.0143,0.0239,0.0206,0,0.0127,0.004,0.0016,0,0,0,0,0,0.0017,3
0.3127,0.1263,0.0131,0.0231,0.0214,0.0001,0.0134,0.0039,0.0014,0,0,0,0,0,0,3
0.308,0.1236,0.0154,0.0221,0.0196,0.0006,0.013,0.0053,0.0016,0,0,0,0,0,0,3
0.3106,0.1239,0.0152,0.0227,0.0178,0.0007,0.0122,0.0051,0.0016,0.0008,0,0,0,0,0.0008,3
0.3059,0.1226,0.0135,0.0236,0.0215,0.0024,0.0115,0.0048,0.0006,0.0003,0,0,0,0,0,3
0.3073,0.1229,0.0152,0.0234,0.0197,0.0001,0.0112,0.0048,0.0006,0,0,0,0,0,0,3
0.306,0.1242,0.0165,0.0224,0.0217,0.0036,0.0113,0.0046,0.0008,0,0,0,0,0,0,3
0.3128,0.1242,0.0153,0.0236,0.021,0.0017,0.0116,0.0041,0.0002,0,0,0,0,0,0,3
0.3192,0.1258,0.0149,0.0226,0.0202,0.0019,0.0123,0.0052,0,0,0,0,0,0,0.0006,3
0.3096,0.1243,0.0148,0.0228,0.0208,0.0025,0.0117,0.006,0,0,0,0,0,0,0,3
0.3087,0.1226,0.016,0.0229,0.0198,0.0033,0.0117,0.006,0.0001,0.0002,0,0,0,0,0.0012,3
0.3039,0.1238,0.0153,0.0223,0.0213,0.0013,0.012,0.0043,0.0012,0.0006,0,0,0,0,0,3
0.3043,0.1245,0.0133,0.0226,0.0206,0.0032,0.011,0.0062,0,0.0008,0,0,0,0,0.0007,3
0.3077,0.1224,0.0153,0.0237,0.0206,0.0021,0.012,0.0051,0.001,0.0013,0,0,0,0,0,3
0.3102,0.1238,0.0147,0.0222,0.0209,0.0023,0.0119,0.0053,0.0008,0.0011,0,0,0,0,0.0002,3
0.3108,0.1238,0.0143,0.0226,0.021,0.0024,0.0116,0.007,0.0004,0,0,0,0,0,0,3
0.301,0.1246,0.0149,0.0235,0.0198,0.0024,0.0127,0.0047,0.0007,0.0005,0,0,0,0,0.0004,3
0.3045,0.1236,0.0137,0.0227,0.0208,0.0022,0.0121,0.0066,0.0004,0,0,0,0,0,0,3
0.2977,0.1238,0.0152,0.0221,0.0221,0.0036,0.0104,0.0065,0,0,0,0,0,0,0.0002,3
0.3038,0.1224,0.0143,0.0208,0.0202,0.0014,0.0105,0.0039,0.0006,0.0002,0,0,0,0,0,3
0.3029,0.1223,0.0153,0.0232,0.021,0.0019,0.0121,0.0046,0.0005,0,0,0,0,0,0,3
0.3021,0.1222,0.0147,0.0221,0.0212,0,0.0122,0.004,0,0,0,0,0,0,0,3
0.3076,0.1233,0.0135,0.0221,0.0204,0.0014,0.0108,0.005,0.0002,0,0,0,0,0,0,3
0.3063,0.1232,0.0136,0.0225,0.0196,0.0012,0.0115,0.0052,0.0012,0,0,0,0.0003,0,0,3
0.1937,0.082,0.0077,0.0178,0.0001,0.0164,0,0.0082,0.0035,0.0047,0.0036,0,0,0,0,4
0.2062,0.0821,0.0094,0.0183,0,0.0162,0,0.0095,0.0021,0.0022,0.0037,0,0.0002,0,0,4
0.2045,0.0833,0.0093,0.0168,0,0.0156,0.0022,0.0093,0.003,0.0044,0.003,0,0.0002,0,0,4
0.1979,0.0818,0.0073,0.0169,0,0.0162,0.0017,0.009,0.0017,0.0035,0.0033,0,0,0,0,4
0.1928,0.0823,0.0073,0.0179,0,0.0168,0.0005,0.0081,0.0033,0.0022,0.003,0,0,0,0,4
0.1961,0.0824,0.0066,0.0172,0,0.0152,0.0009,0.0072,0.0022,0.0032,0.0033,0,0,0,0,4
0.1938,0.0803,0.0072,0.0177,0,0.0175,0.0002,0.0084,0.0033,0.0022,0.0025,0,0,0,0,4
0.1928,0.0828,0.0068,0.0174,0,0.0148,0.0013,0.0082,0.0018,0.0031,0.0035,0,0,0,0,4
0.1916,0.0828,0.0086,0.0179,0,0.0171,0.0005,0.0081,0.0012,0.0045,0.0028,0,0.0007,0,0,4
0.1926,0.0802,0.0069,0.0186,0,0.0165,0.0004,0.0082,0.0024,0.0034,0.0029,0,0.0001,0,0,4
0.2017,0.0833,0.0107,0.0187,0.0018,0.0165,0,0.0093,0.0015,0.0044,0.0016,0,0.0006,0,0,4
0.1939,0.0807,0.0072,0.0183,0.0003,0.0144,0.0006,0.0085,0.0004,0.0036,0.0033,0,0,0,0,4
0.1936,0.0806,0.0068,0.0199,0.001,0.0164,0.0011,0.0089,0.0017,0.0041,0.0024,0,0,0,0,4
0.1984,0.0822,0.0082,0.0181,0.0016,0.0167,0,0.0099,0.0025,0.0049,0.0029,0.0006,0,0.0001,0,4
0.1986,0.0809,0.0088,0.0187,0,0.0167,0.0011,0.0081,0.0039,0.0041,0.0041,0,0.0001,0,0,4
0.1997,0.0833,0.0086,0.018,0,0.0174,0.0006,0.0078,0.0026,0.004,0.0028,0,0.0006,0,0,4
0.1937,0.0819,0.0077,0.0184,0,0.0173,0,0.0089,0.0015,0.0048,0.0033,0,0.0006,0,0,4
0.194,0.0808,0.0072,0.0176,0,0.0177,0,0.0096,0.0013,0.0028,0.0019,0,0,0,0,4
0.1928,0.0802,0.008,0.0182,0,0.0167,0.001,0.0071,0.0026,0.0032,0.0041,0,0,0,0,4
0.194,0.0797,0.0086,0.019,0,0.0156,0.0009,0.0078,0.0026,0.0049,0.0037,0,0.001,0,0,4
0.1944,0.0811,0.0083,0.0177,0,0.0167,0.0016,0.009,0.0023,0.0033,0.0049,0,0.0006,0,0,4
0.1918,0.0839,0.0096,0.0194,0.0008,0.0159,0.001,0.0085,0.0018,0.0022,0.0021,0,0,0,0,4
0.205,0.0842,0.0099,0.0179,0.0011,0.0169,0.0007,0.0077,0.0042,0.0013,0.0021,0,0,0,0,4
0.2053,0.082,0.0105,0.018,0.0014,0.0141,0.0009,0.0079,0.0025,0.0038,0.0017,0,0,0,0,4
0.2037,0.0841,0.0098,0.0174,0,0.0161,0.0001,0.0074,0.0015,0.0017,0.003,0,0,0,0,4
0.205,0.0835,0.0099,0.0184,0.0019,0.0168,0.0011,0.0087,0.0033,0.0042,0.0016,0,0,0,0,4
0.2049,0.0822,0.0105,0.0188,0.0022,0.0155,0.0022,0.0091,0.003,0.0037,0.0029,0,0,0,0,4
0.2055,0.0824,0.0097,0.0174,0.0012,0.0161,0,0.0087,0.0025,0.0031,0.003,0,0,0.0002,0,4
0.2063,0.0817,0.0096,0.0169,0.0009,0.0169,0.0014,0.0079,0.001,0.0039,0.0021,0,0,0,0,4
0.2051,0.0827,0.0103,0.018,0.0025,0.0164,0.0008,0.0089,0.0024,0.0023,0.0014,0,0,0,0,4
0.2053,0.0833,0.0104,0.0178,0.0007,0.0171,0.002,0.0066,0.0028,0.0035,0.0012,0,0.0003,0,0,4
0.2061,0.0836,0.0089,0.0174,0.0019,0.0154,0.0015,0.0077,0.0017,0.003,0.0024,0,0,0,0,4
0.1971,0.0813,0.0079,0.0189,0,0.0154,0.0002,0.0078,0.0014,0.0039,0.0027,0,0.0001,0,0,4
0.2064,0.0829,0.0103,0.0179,0.0019,0.0146,0,0.008,0.0002,0.0028,0.0009,0,0,0,0,4
0.1913,0.0802,0.0053,0.0185,0,0.0161,0,0.006,0.003,0.0005,0.0007,0,0,0,0,4
0.2071,0.0815,0.0103,0.0183,0.0013,0.0167,0,0.0075,0.0011,0.002,0,0,0,0,0,4
0.2045,0.0839,0.0085,0.0178,0.0011,0.017,0,0.0082,0.0017,0.0032,0.0016,0.0005,0,0,0,4
0.2049,0.0833,0.0083,0.019,0.0007,0.0161,0,0.0095,0.002,0.0033,0.0022,0.0004,0,0,0,4
0.2048,0.0822,0.0103,0.0186,0.0005,0.0162,0.0014,0.0082,0.0024,0.0046,0.0031,0.0004,0,0,0,4
0.2038,0.0843,0.0099,0.0191,0.0028,0.016,0.0006,0.0084,0.0024,0.0045,0.0026,0.0007,0,0,0,4
0.184,0.0799,0.0049,0.0195,0,0.016,0.0004,0.0074,0.0021,0.0039,0.0014,0.0002,0,0,0,4
0.1833,0.0797,0.0058,0.0192,0,0.0161,0.0007,0.0075,0.003,0.0037,0.0027,0,0,0,0,4
0.2048,0.0824,0.0103,0.0182,0.001,0.0164,0.002,0.0068,0.0022,0.0032,0.0017,0,0,0,0,4
0.2036,0.084,0.0096,0.0169,0.0005,0.0168,0.0004,0.0092,0.0025,0.0034,0.0012,0,0,0,0,4
0.2055,0.0833,0.0089,0.0178,0.0016,0.0175,0.0006,0.0081,0.0022,0.0046,0.0032,0,0,0.0002,0,4
0.2052,0.0837,0.0102,0.0179,0.0013,0.0161,0,0.0095,0.0035,0.0046,0.0019,0,0,0.0003,0,4
0.2036,0.0836,0.0099,0.0182,0,0.0166,0.002,0.0094,0.0029,0.0052,0.0026,0,0,0,0,4
0.205,0.0837,0.0107,0.0179,0.0008,0.0178,0.0011,0.0085,0.0045,0.0036,0.0026,0,0,0,0,4
0.2054,0.0832,0.0099,0.0194,0.0017,0.0157,0,0.009,0.0015,0.005,0.002,0,0,0.0005,0,4
0.1839,0.0794,0.007,0.0204,0,0.0175,0,0.0093,0.0013,0.0042,0.0023,0,0,0.0009,0,4
0.2067,0.0828,0.0091,0.0192,0.0017,0.0169,0,0.0096,0.0002,0.0046,0.0033,0,0,0,0,4
0.1849,0.0824,0.0082,0.0195,0.0013,0.0173,0,0.0105,0.0004,0.0047,0.0015,0.0022,0,0.0012,0,4
0.1849,0.079,0.0069,0.0192,0.0015,0.0181,0.0002,0.0097,0.0006,0.006,0.0009,0.0011,0,0,0,4
0.2061,0.0794,0.0054,0.0196,0,0.016,0,0.0085,0.0021,0.0055,0.0017,0,0,0,0,4
0.2064,0.0835,0.0108,0.0183,0.0015,0.0164,0,0.0089,0.0003,0.0039,0.0011,0.0004,0,0.0005,0,4
0.2063,0.0818,0.0101,0.0186,0.0011,0.0175,0.0003,0.0096,0.0006,0.0026,0.0022,0,0,0,0,4
0.1857,0.0788,0.005,0.0192,0,0.0157,0,0.0084,0.0025,0.0028,0.0021,0,0.0006,0,0,4
0.2068,0.084,0.0092,0.0173,0.0018,0.0152,0.0001,0.0087,0.0013,0.0035,0.0008,0,0,0,0,4
0.206,0.082,0.0079,0.0171,0.0017,0.0156,0.0007,0.0081,0.0002,0.0041,0.0002,0,0,0,0,4
0.2072,0.0839,0.0091,0.0161,0.0006,0.0147,0,0.006,0,0.0017,0,0,0,0,0,4
0.2072,0.0834,0.0092,0.0181,0.0006,0.0143,0,0.0068,0,0.003,0,0,0,0,0,4
0.1848,0.0804,0.0085,0.019,0,0.0146,0.0005,0.0039,0.0007,0.0006,0.0007,0,0,0,0,4
0.206,0.082,0.0097,0.0166,0.0012,0.0158,0,0.0057,0,0.003,0,0,0,0,0,4
0.2061,0.081,0.0099,0.0159,0.0015,0.0147,0,0.0068,0,0.0007,0,0,0,0,0,4
0.206,0.0829,0.0091,0.0159,0.0011,0.0142,0,0.0077,0,0.0029,0,0,0,0,0,4
0.2058,0.0838,0.0088,0.0167,0.0019,0.0157,0,0.0078,0,0.0039,0,0,0,0,0,4
0.2071,0.0825,0.0096,0.0172,0.0006,0.0148,0,0.0072,0.0009,0.0019,0.0004,0,0,0,0,4
0.2069,0.0833,0.009,0.0167,0.0003,0.0144,0,0.0055,0,0.0023,0,0,0,0,0,4
0.2058,0.0807,0.009,0.0168,0.0009,0.0148,0,0.0074,0,0.0022,0,0,0,0,0,4
0.208,0.0837,0.0099,0.0177,0.0007,0.0141,0,0.0073,0,0.0019,0,0,0,0,0,4
0.2061,0.083,0.0097,0.017,0.0019,0.015,0,0.0079,0,0.0037,0,0,0,0,0,4
0.1842,0.0793,0.0061,0.0192,0,0.014,0,0.0081,0,0.0043,0,0,0,0,0,4
0.2071,0.0826,0.0091,0.0179,0.0021,0.015,0,0.0078,0,0.0015,0,0,0,0,0,4
0.184,0.0816,0.0093,0.0173,0,0.0149,0,0.0071,0,0.0023,0,0,0,0,0,4
0.2061,0.0826,0.0099,0.017,0,0.0129,0,0.006,0,0.0011,0,0,0,0,0,4
0.2076,0.0823,0.0092,0.0151,0.0017,0.0147,0,0.0069,0,0.001,0,0,0,0,0,4
0.2066,0.0822,0.012,0.0162,0.0006,0.0147,0,0.009,0,0.0024,0,0,0,0,0,4
0.2056,0.083,0.0098,0.0171,0.0005,0.0153,0,0.0077,0,0.0018,0,0,0,0,0,4
0.2063,0.0825,0.0099,0.0181,0.0015,0.0164,0,0.0087,0,0.0039,0,0,0,0,0,4
0.185,0.0788,0.006,0.018,0.0007,0.015,0,0.0084,0,0.0037,0,0,0,0,0,4
0.2064,0.0825,0.011,0.0175,0.0022,0.0154,0,0.0074,0.0002,0.0039,0.0015,0.0005,0,0,0,4
0.185,0.0782,0.0062,0.018,0,0.0145,0,0.0075,0.0007,0.0051,0.0013,0,0,0.0006,0,4
0.2053,0.0833,0.011,0.0173,0.0011,0.0149,0,0.0092,0.0007,0.0047,0.0006,0,0,0.0001,0,4
0.2064,0.0834,0.0103,0.0197,0.0013,0.0157,0,0.0107,0.0004,0.004,0.0003,0.001,0,0.0007,0,4
0.2062,0.0826,0.0106,0.0181,0.002,0.0164,0.0002,0.0103,0,0.0052,0.0006,0,0,0,0,4
0.2054,0.0824,0.0097,0.0169,0,0.0151,0,0.0076,0.0008,0.0031,0.0033,0,0,0,0,4
0.1839,0.0789,0.0061,0.0198,0,0.0147,0,0.0108,0,0.0049,0.0004,0.0015,0,0,0,4
0.2061,0.0815,0.0099,0.018,0.0015,0.0164,0,0.009,0,0.0049,0.0012,0.001,0,0,0,4
0.1977,0.0816,0.0091,0.0202,0.002,0.016,0,0.0103,0.0012,0.0048,0.0017,0.0003,0,0.0007,0,4
0.2055,0.083,0.0111,0.0176,0.0012,0.0159,0,0.0105,0.0006,0.0059,0.0019,0,0,0.0008,0,4
0.2052,0.0815,0.0108,0.0178,0.0019,0.0158,0,0.0094,0,0.0054,0.0011,0.001,0,0.0016,0,4
0.2057,0.0822,0.0096,0.0178,0.0016,0.0177,0.0008,0.0106,0.0018,0.0063,0.0012,0.0003,0,0,0,4
0.2069,0.0826,0.0113,0.0186,0.0019,0.0166,0.0003,0.0112,0,0.0064,0.0023,0.0004,0,0,0,4
0.2066,0.0822,0.0122,0.0184,0.0006,0.0162,0,0.0102,0,0.0062,0,0.0028,0,0,0,4
0.2067,0.0828,0.0112,0.0171,0.0014,0.0161,0.0002,0.0113,0,0.0068,0.001,0.0002,0,0.0006,0,4
0.2055,0.0818,0.0118,0.0182,0.0015,0.016,0,0.0104,0,0.0058,0.0004,0,0,0.001,0,4
0.2069,0.0833,0.0105,0.0179,0.0015,0.0173,0,0.0096,0.0014,0.0048,0,0.0007,0,0.0023,0,4
0.2051,0.0813,0.0119,0.0185,0.0028,0.0164,0,0.009,0,0.0056,0.0023,0.0008,0,0.0004,0,4
0.2074,0.0827,0.0112,0.0187,0.0022,0.0165,0.0004,0.0108,0,0.0067,0.0008,0.0013,0,0,0,4
0.2067,0.0808,0.0111,0.0169,0.0024,0.0169,0,0.0109,0.0011,0.0051,0.0018,0.0001,0,0.0002,0,4
0.3901,0.1768,0.04,0.0353,0.0039,0.0083,0,0.0036,0,0.0059,0,0.0035,0,0.0034,0,5
0.3505,0.1792,0.0377,0.0334,0.0058,0.0091,0,0.0083,0,0.0092,0,0.0082,0,0.0031,0,5
0.3917,0.1785,0.0373,0.0326,0.0062,0.0106,0,0.0095,0,0.0118,0,0.0088,0,0.0052,0,5
0.3904,0.1783,0.0377,0.0327,0.0072,0.0105,0,0.0134,0,0.0126,0,0.01,0,0.0048,0,5
0.3893,0.1775,0.0359,0.0325,0.0101,0.0113,0,0.012,0,0.0148,0,0.0088,0,0.0046,0,5
0.3843,0.1772,0.0364,0.0335,0.0101,0.0121,0,0.0142,0,0.0144,0,0.01,0,0.0057,0,5
0.3868,0.1779,0.0343,0.032,0.0111,0.0122,0,0.0157,0,0.0151,0,0.0083,0,0.0055,0,5
0.3446,0.1736,0.0344,0.0356,0.0103,0.0096,0,0.0121,0,0.0135,0.0004,0.0066,0,0.0054,0,5
0.3727,0.1765,0.034,0.0306,0.0122,0.0116,0,0.0156,0,0.0161,0,0.0078,0,0.0032,0,5
0.3842,0.1755,0.0335,0.0305,0.0127,0.0137,0,0.0177,0,0.0159,0,0.0068,0,0.0019,0,5
0.3413,0.1725,0.0336,0.0372,0.0135,0.0113,0,0.0126,0,0.0139,0,0.0079,0,0.0048,0,5
0.3416,0.1729,0.0343,0.0357,0.012,0.0101,0,0.0129,0,0.0143,0.0008,0.0065,0.0002,0,0.0024,5
0.2977,0.1664,0.0386,0.0398,0.0138,0.0075,0,0.0062,0,0.0084,0.0037,0,0.003,0,0.0042,5
0.3266,0.1715,0.0356,0.0375,0.0163,0.0056,0,0.0034,0,0.0047,0,0,0,0,0,5
0.2825,0.1645,0.0457,0.0482,0.0232,-0.0021,0.0035,-0.0011,0,0,0,0,0,0,0.0003,5
0.2762,0.1663,0.0513,0.0534,0.0367,-0.0011,0.016,0.0028,0.0032,0.003,0,0.0002,0,0,0,5
0.2685,0.1632,0.0407,0.0441,0.0143,0.0074,0,0.0056,0,0.0064,0.0007,0.0053,0.0012,0.003,0.0013,5
0.3264,0.1693,0.0354,0.0388,0.0145,0.0053,0,0.0143,0,0.0143,0.0027,0.0035,0.0007,0.0011,0,5
0.3257,0.1685,0.0371,0.0365,0.0134,0.0084,0,0.0117,0,0.0132,0.0007,0.0051,0,0.0011,0,5
0.3619,0.1726,0.0345,0.0324,0.013,0.011,0,0.0129,0,0.0129,0,0.0068,0,0.001,0,5
0.3605,0.1729,0.0327,0.0327,0.0128,0.0129,0,0.0154,0,0.0153,0,0.0066,0,0.002,0,5
0.3591,0.1729,0.0319,0.0327,0.0137,0.0116,0,0.0168,0,0.0156,0,0.0081,0,0.0027,0,5
0.3605,0.1736,0.0334,0.0336,0.0129,0.0114,0,0.0169,0,0.0145,0,0.0076,0,0.0024,0,5
0.3537,0.1729,0.0324,0.0334,0.0137,0.0133,0,0.0171,0,0.0154,0,0.0075,0,0.003,0,5
0.3612,0.1762,0.0327,0.0322,0.0134,0.0105,0,0.0163,0,0.0153,0,0.0072,0,0.0036,0,5
0.3615,0.1748,0.0329,0.0327,0.0114,0.011,0,0.0165,0,0.015,0,0.0068,0,0.0033,0,5
0.3611,0.1725,0.034,0.0331,0.0136,0.0119,0,0.0168,0,0.0153,0.001,0.008,0,0.002,0,5
0.3569,0.1758,0.0325,0.0346,0.0126,0.0107,0,0.0172,0,0.0164,0,0.0068,0,0.0036,0,5
0.3603,0.1729,0.0321,0.0312,0.0125,0.0113,0,0.018,0,0.0173,0,0.0061,0,0.0016,0,5
0.3588,0.172,0.0314,0.0316,0.0137,0.0118,0.0002,0.0187,0,0.016,0,0.0063,0,0.001,0,5
0.3588,0.1734,0.0329,0.0311,0.014,0.0098,0,0.018,0,0.0156,0,0.0067,0,0.0024,0,5
0.3494,0.1719,0.0314,0.0309,0.013,0.0118,0,0.0165,0.0014,0.0152,0.0006,0.0035,0,0.0013,0,5
0.357,0.1707,0.0313,0.03,0.0139,0.0135,0,0.0185,0.0009,0.0151,0.0017,0.0035,0,0.0004,0,5
0.357,0.1722,0.0303,0.0327,0.0143,0.0115,0,0.0168,0.0004,0.0165,0,0.0055,0,0.0021,0,5
0.358,0.1731,0.0317,0.0302,0.0145,0.0124,0,0.0184,0,0.0167,0.0003,0.0035,0,0.0005,0,5
0.351,0.1727,0.0318,0.0305,0.0138,0.0128,0,0.0179,0,0.014,0,0.0044,0,0.0008,0,5
0.3586,0.173,0.0313,0.0307,0.0136,0.0132,0,0.0182,0,0.0145,0,0.0046,0,0,0,5
0.3563,0.1717,0.0312,0.0299,0.0142,0.012,0,0.0177,0,0.0145,0.0007,0.0034,0,0,0,5
0.3532,0.1723,0.0321,0.032,0.0147,0.0127,0.0002,0.0162,0,0.0144,0,0.0037,0,0,0,5
0.3582,0.1734,0.0325,0.0314,0.0149,0.013,0,0.018,0,0.0154,0,0.0054,0,0,0,5
0.3583,0.1709,0.0294,0.0321,0.0126,0.0124,0,0.0167,0.0006,0.0114,0,0.0022,0,0,0,5
0.3552,0.1704,0.0332,0.0303,0.0126,0.011,0,0.0149,0,0.0129,0,0.0014,0,0,0,5
0.3556,0.173,0.0325,0.0314,0.0132,0.01,0,0.0158,0,0.0133,0,0.0026,0,0,0,5
0.3544,0.1714,0.0321,0.032,0.0145,0.0133,0,0.0175,0.0001,0.0138,0.0011,0.0049,0,0.0005,0,5
0.3533,0.1717,0.034,0.0334,0.0134,0.0123,0,0.0171,0,0.0153,0.0009,0.004,0,0,0,5
0.3565,0.1722,0.0334,0.0319,0.0136,0.0127,0.0001,0.019,0,0.0151,0.0023,0.0028,0,0,0,5
0.3548,0.1718,0.0309,0.0317,0.0146,0.0134,0,0.02,0.0006,0.0157,0.0004,0.0052,0,0.0016,0,5
0.3571,0.1723,0.0313,0.0316,0.0137,0.0107,0,0.0197,0,0.016,0.0016,0.005,0,0.0015,0,5
0.3549,0.171,0.0313,0.0316,0.0153,0.0118,0,0.0186,0.0015,0.0165,0.0024,0.005,0,0.0003,0,5
0.3543,0.1731,0.0312,0.0322,0.0153,0.0134,0.0006,0.0176,0.0001,0.0156,0.0014,0.0059,0,0.0009,0,5
0.3544,0.1726,0.0319,0.031,0.0131,0.0101,0,0.0186,0.0015,0.0161,0.0019,0.0046,0,0.0002,0,5
0.3534,0.1714,0.031,0.031,0.0156,0.0134,0,0.0186,0.0014,0.0155,0.0013,0.0037,0,0.0011,0,5
0.3537,0.1715,0.0327,0.0305,0.0153,0.0132,0,0.0186,0.0002,0.0155,0.0001,0.0061,0,0.0007,0,5
0.354,0.1725,0.0315,0.0311,0.014,0.0125,0,0.0195,0.0021,0.0158,0.0054,0.0026,0,0,0,5
0.3731,0.1734,0.0308,0.028,0.0147,0.0092,0,0.0175,0.0016,0.0154,0.0025,0.0035,0,0.001,0,5
0.3381,0.1727,0.0325,0.0319,0.0144,0.011,0,0.0169,0.0005,0.0157,0.0011,0.0053,0,0.0009,0,5
0.3568,0.1718,0.0313,0.0303,0.0138,0.0119,0,0.0184,0.001,0.0148,0.0016,0.0053,0,0,0,5
0.3555,0.1716,0.03,0.0301,0.0151,0.013,0,0.0187,0.0006,0.0156,0.0033,0.0055,0,0.0006,0,5
0.3551,0.1714,0.032,0.0331,0.0134,0.012,0,0.0171,0.0005,0.0155,0.0018,0.0065,0,0.0005,0,5
0.3535,0.1724,0.0314,0.0312,0.0151,0.0131,0,0.019,0.0004,0.0158,0.0023,0.0037,0,0,0,5
0.3533,0.1718,0.0312,0.0304,0.0147,0.014,0,0.019,0.0008,0.016,0.0012,0.0052,0,0,0,5
0.3541,0.1728,0.0318,0.0312,0.0154,0.014,0,0.0172,0,0.0159,0.0003,0.0057,0,0.0003,0,5
0.3541,0.1723,0.0314,0.0303,0.017,0.0152,0,0.0193,0.0017,0.0168,0.002,0.0045,0,0.0002,0,5
0.3546,0.1726,0.0313,0.0315,0.0153,0.0108,0,0.0164,0.0002,0.0134,0,0.0031,0,0,0,5
0.3556,0.1721,0.0311,0.0314,0.0137,0.0121,0,0.0164,0,0.0126,0.0004,0.0024,0,0,0,5
0.3536,0.1696,0.0303,0.0306,0.0154,0.0125,0,0.0152,0.0002,0.0126,0,0.0038,0,0,0,5
0.3536,0.1716,0.0301,0.0305,0.0147,0.011,0,0.0162,0,0.0135,0,0.0046,0,0.0002,0,5
0.3559,0.1725,0.0301,0.0303,0.0142,0.012,0,0.0173,0.0006,0.0152,0.0014,0.0031,0,0,0,5
0.3535,0.1714,0.0293,0.0311,0.0141,0.0126,0,0.0182,0.0005,0.0158,0.001,0.006,0,0.0007,0,5
0.357,0.1722,0.0297,0.0315,0.0146,0.0118,0,0.0178,0.0012,0.0168,0.0004,0.0049,0,0.0009,0,5
0.3551,0.1728,0.03,0.0294,0.0134,0.0132,0,0.0181,0,0.0153,0.0023,0.0042,0,0.0008,0,5
0.3737,0.1729,0.0294,0.0272,0.015,0.0163,0.0008,0.0197,0,0.0136,0,0.0032,0,0,0,5
0.3557,0.1712,0.03,0.0325,0.0126,0.0123,0,0.0158,0,0.0128,0,0.0035,0,0,0,5
0.3551,0.1723,0.0319,0.0305,0.0159,0.0128,0,0.0159,0.0002,0.0145,0.0019,0.0045,0,0,0,5
0.3557,0.1725,0.0318,0.0342,0.0149,0.0113,0,0.0182,0.0005,0.015,0.0001,0.0071,0,0.0017,0,5
0.3568,0.1729,0.0326,0.0332,0.0145,0.0118,0,0.0166,0,0.0145,0.0015,0.0071,0,0,0,5
0.3531,0.1726,0.033,0.0323,0.0164,0.0138,0,0.0178,0.0001,0.0147,0.001,0.0048,0,0,0,5
0.3521,0.173,0.0316,0.0327,0.0165,0.0144,0,0.0172,0,0.0137,0.0008,0.0059,0,0.002,0,5
0.3556,0.1741,0.0316,0.0334,0.0143,0.0124,0,0.0173,0,0.0166,0.0007,0.004,0,0.0004,0,5
0.3533,0.171,0.0319,0.0321,0.0164,0.0137,0,0.0186,0.0015,0.0173,0.0015,0.005,0,0.0008,0,5
0.3524,0.1713,0.0317,0.0324,0.0169,0.011,0,0.0175,0.0017,0.0143,0.0007,0.0046,0,0,0,5
0.3528,0.1722,0.0307,0.0316,0.0149,0.0134,0,0.0193,0.0004,0.0152,0.0016,0.005,0,0,0,5
0.3533,0.173,0.0324,0.0334,0.0154,0.0138,0,0.0167,0.0009,0.0147,0.0018,0.0053,0,0,0,5
0.3541,0.1717,0.0334,0.0314,0.0143,0.0117,0,0.0173,0,0.0139,0.001,0.0045,0,0,0,5
0.3503,0.1729,0.0312,0.0318,0.0154,0.014,0,0.0164,0.0015,0.0158,0.0005,0.0013,0,0,0,5
0.3502,0.1724,0.0329,0.0308,0.0175,0.0138,0,0.0169,0.0009,0.0142,0,0.0026,0,0,0,5
0.3544,0.1734,0.0312,0.0326,0.0156,0.0138,0,0.0168,0,0.0129,0.0008,0.0027,0,0,0,5
0.3534,0.1717,0.0304,0.0309,0.0151,0.0138,0.0012,0.0166,0.0003,0.0114,0.0005,0.0026,0,0,0,5
0.353,0.1731,0.0323,0.03,0.016,0.0128,0,0.0181,0.0006,0.0143,0.0015,0.004,0,0,0,5
0.3533,0.1731,0.0339,0.0327,0.0163,0.0129,0,0.0187,0,0.0158,0.0015,0.0045,0,0,0,5
0.3525,0.1728,0.0304,0.0307,0.0164,0.0145,0.0004,0.0194,0.0016,0.0162,0.003,0.0044,0,0.0002,0,5
0.3532,0.1731,0.0329,0.0334,0.0146,0.0128,0.0003,0.0186,0.0015,0.015,0.0024,0.004,0,0,0,5
0.3522,0.1733,0.0316,0.0326,0.0153,0.0138,0.0011,0.017,0.0028,0.0144,0.0013,0.0043,0,0,0,5
0.3516,0.1723,0.0325,0.0314,0.014,0.0143,0,0.0178,0,0.0134,0.0006,0.0017,0,0,0,5
0.3543,0.1723,0.031,0.0318,0.0152,0.0103,0,0.0172,0.0011,0.012,0.0005,0.0024,0,0,0,5
